fn,firstSentence,basedOn,code
Indobit-A-NYT1981 - Jan 1 - March 31-135.txt,"Sir Andrew Shonfield, the British economist, writer and editor, died on Friday in London, his friends have reported.",economist," 050
"
Indobit-A-NYT1986_501-1000-443.txt,"Ronald A. Placzek, an art director for CBS who won an Emmy for the network's daytime series ''Guiding Light,'' died Thursday at Cabrini Medical Center in Manhattan.",art director," 141
"
Indobit-A-NYT1986_501-1000-443.txt,"Ronald A. Placzek, an art director for CBS who won an Emmy for the network's daytime series ''Guiding Light,'' died Thursday at Cabrini Medical Center in Manhattan.",director," 150, 159
"
Indobit-A-NYT1984_1001-1500-285.txt,"Dr. Ralph Manning Crowley, a psychiatrist who was a former president of the American Academy of Psychoanalysis, died Tuesday at St. Luke's- Roosevelt Hospital Center after suffering a heart attack a week ago.",psychiatrist," 070
"
Indobit-A-NYT1985 - Oct 1 - Dec 31-367.txt,"Arthur W. J. Beeney, former executive director of the Beekman-Downtown Hospital, died of emphysema Dec. 12 at Imperial Point Medical Center in Fort Lauderdale, Fla.",director," 150, 159
"
Indobit-A-NYT1985 - July 1 - Sep 30-29.txt,"George Oldfield, the police officer who led the hunt for the so-called Yorkshire Ripper, died Thursday.",police officer," 375, 377
"
Indobit-A-NYT1981 - Jan 1 - March 31-153.txt,"William R. Cole, the jazz drummer known professionally as Cozy Cole and who played with Cab Calloway, Louis Armstrong and Benny Goodman, died of cancer Thursday at Ohio State University Hospital in Columbus.",jazz,KZ-Genre
Indobit-A-NYT1985 - Jan 1 - March 31-249.txt,"Alexander Scourby, the actor and narrator whose resonant voice brought the world's great literature to the blind of America, died suddenly Friday night in Boston.",actor," 150
"
Indobit-A-NYT1987 - April 1 - June 30-407.txt,"Ron Pratt, a modern dancer and choreographer, died last Monday at Bellevue Hospital following a short illness.",choreographer," 962
"
Indobit-A-NYT1987 - April 1 - June 30-407.txt,"Ron Pratt, a modern dancer and choreographer, died last Monday at Bellevue Hospital following a short illness.",dancer," 151
"
Indobit-A-NYT1983 - July 1 - Sep 30-15.txt,"Anne Hewlett Fuller, the widow of the futurist, inventor and architect R. Buckminster Fuller, died early yesterday morning at Good Samaritan Hospital in Los Angeles, just 36 hours after her husband's death.",architect," 001
"
Indobit-A-NYT1986_1-500-191.txt,"Sidney Stone, a vaudevillian and stage actor who was perhaps best known as the commercial announcer on Milton Berle's television series from 1948 to 1951, died of heart failure Wednesday in New York.",announcer," 159
"
Indobit-A-NYT1986_1-500-191.txt,"Sidney Stone, a vaudevillian and stage actor who was perhaps best known as the commercial announcer on Milton Berle's television series from 1948 to 1951, died of heart failure Wednesday in New York.",actor," 150
"
Indobit-A-NYT1981 - Oct 1 - Dec 31-130.txt,"Frances Taussig, executive director of the Jewish Family Service of New York for 30 years before her retirement in 1949, died Wednesday in Doctor's Hospital.",director," 150, 159
"
Indobit-A-NYT1981 - April 1 - June 30-339.txt,"Dr. John Powers, surgeon in chief emeritus at Bassett Hospital in Cooperstown, N.Y., died Tuesday at the hospital.",surgeon," 070
"
Indobit-A-NYT1985 - Oct 1 - Dec 31-163.txt,"The Rev. E. Hoyt Palmer, executive director of the St. John's Guild Floating Hospital in New York from 1948 to 1971, died at Columbia-Presbyterian Medical Center last Thursday.",director," 150, 159
"
Indobit-A-NYT1985 - July 1 - Sep 30-168.txt,"Alois Carigiet, the Swiss painter and graphic artist best known for illustrating children's books, died Thursday in his native Trun after a long illness, his family said today.",artist," 141, 144
"
Indobit-A-NYT1985 - Jan 1 - March 31-240.txt,"T. H. Neyland, a former senior financial officer of Gulf and Western Industries and a member of the company's board of directors since 1962, died Thursday in Houston after a short illness.",director," 150, 159
"
Indobit-A-NYT1985 - Jan 1 - March 31-240.txt,"T. H. Neyland, a former senior financial officer of Gulf and Western Industries and a member of the company's board of directors since 1962, died Thursday in Houston after a short illness.",directors," 150, 159
"
Indobit-A-NYT1982_1-500-440.txt,"Sam Coslow, a composer, lyricist and publisher who wrote such hits as ''Cocktails for Two'' and ''My Old Flame,'' both with Arthur Johnston, died Friday in Lawrence Hospital in Bronxville, N.Y.",composer," 152
"
Indobit-A-NYT1986_1001-1500-142.txt,"Alexander Emelianoff Kutin, the founder and conductor of the Balalaika Symphonic Orchestra of New York, died Saturday at Beth Israel Hospital in Manhattan after a short illness.",Orchestra,KZ-Group
Indobit-A-NYT1985 - Oct 1 - Dec 31-360.txt,"Edward G. Freehafer, director of the New York Public Library from 1954 until 1971, died, of complications from a spinal operation, on Monday at Mary Imogene Bassett Hospital in Cooperstown, N.Y.",director," 150, 159
"
Indobit-A-NYT1983 - July 1 - Sep 30-367.txt,"Herbert L. Cohen, a lawyer and a member of the Connecticut General Assembly from 1933 to 1937, died Thursday of a heart attack at a hospital while visiting London.",lawyer," 110–111
"
Indobit-A-NYT1983 - July 1 - Sep 30-220.txt,"Sir Nikolaus Pevsner, an architectural critic and historian of worldwide reputation died in London Thursday.",historian," 052
"
Indobit-A-NYT1983 - July 1 - Sep 30-220.txt,"Sir Nikolaus Pevsner, an architectural critic and historian of worldwide reputation died in London Thursday.",architect," 001
"
Indobit-A-NYT1986_1001-1500-144.txt,"Dr. Harold Hillenbrand, executive director emeritus of the American Dental Association and an international leader in dental education and administration, died here Saturday of heart failure.",director," 150, 159
"
Indobit-A-NYT1981 - July 1 - Sep 30-51.txt,"Meyer Levin, the author of ''Compulsion,'' a highly successful novel about the 1920's Leopold-Loeb murder case that was made into a play and film, as well as a score of books of fiction and Judaica, died of a stroke Thursday night in Jerusalem.",score,KZ-Forms of Music
Indobit-A-NYT1986_501-1000-229.txt,"Don Ball Jr., a railway consultant, author and photographer, died Wednesday of a heart attack at Norwalk (Conn.) Hospital.",photographer," 143
"
Indobit-A-NYT1986_1-500-455.txt,"Richard Aldrich, a producer who figured prominently in the development of summer theater in America, died March 31 in Williamsburg, Va., where he was visiting relatives.",producer," 159, 187, 962
"
Indobit-A-NYT1987 - Jan 1 - March 31-223.txt,"Edwin McArthur, a conductor, accompanist, singing coach, composer and biographer of Kirsten Flagstad, died yesterday at his studio in Manhattan, immediately after giving a lesson.",composer," 152
"
Indobit-A-NYT1984_1001-1500-77.txt,"Dr. John E. Allen 3d, president of Broadcasting Computing Inc., a marketing and research company for radio and televison stations, died of cancer Monday at New York Hospital.",radio,KZ-Forms of Music
Indobit-A-NYT1983 - July 1 - Sep 30-42.txt,"Werner Egk, a prominent German composer, died of heart disease Sunday in Inning, West Germany, his family said yesterday.",composer," 152
"
Indobit-A-NYT1981 - Jan 1 - March 31-451.txt,"Prime Minister Eric Eustace Williams of Trinidad and Tobago, the historian-politician who led his two-island nation to independence 18 years ago and had governed it ever since, died Sunday night in his official residence in a Port of Spain suburb, St. Anne.",historian," 052
"
Indobit-A-NYT1980_1-500-161.txt,"Don Nicholl, a television comedy writer and producer, died of cancer on Saturday at the age of 52.",producer," 159, 187, 962
"
Indobit-A-NYT1982_1001-1500-71.txt,"Frederic Dannay, the co-author of the more than 35 Ellery Queen detective novels, died Friday at White Plains Hospital after a brief illness.",detective," 372, 375–376
"
Indobit-A-NYT1985 - Oct 1 - Dec 31-387.txt,"Raif Denktash, son of the Turkish Cypriot leader Rauf Denktash, died Thursday night in Ankara, Turkey, of injuries sustained in a traffic accident, the official Turkish Cypriot radio reported Friday.",radio,KZ-Forms of Music
Indobit-A-NYT1987 - April 1 - June 30-57.txt,"Zevulon Avshalomov, a composer and performer of traditional Persian and Caucasian music, died on April 4.",composer," 152
"
Indobit-A-NYT1981 - Jan 1 - March 31-368.txt,"Lawrence Kelder, a former director of the Beneficial Corporation, died Monday at his home in West Shokan, N.Y.",director," 150, 159
"
Indobit-A-NYT1981 - Jan 1 - March 31-289.txt,"Dr. David Shakow, a psychologist and scientist emeritus at the National Institutes of Health in Bethesda, Md., died Thursday of a heart ailment at Sibley Memorial Hospital.",psychologist," 045
"
Indobit-A-NYT1983 - April 1 - June 30-272.txt,"Cyrus C. (Cy) Hungerford, a cartoonist with Pittsburgh's morning newspapers more than 70 years, died Wednesday night in nearby Wexford.",cartoonist," 141
"
Indobit-A-NYT1981 - July 1 - Sep 30-187.txt,"Adolph J. Ammon, retired vice president and controller of American Book-Stratford Press Inc. of New York City, died Thursday at St. Barnabas Medical Center in Livingston, N.J.",controller," 186
"
Indobit-A-NYT1987 - April 1 - June 30-143.txt,"Dr. Herbert L. Volchok, the director of the Federal Department of Energy's environmental measurements laboratory in lower Manhattan, died Thursday after suffering a heart attack at Wayne (N.J.) General Hospital.",director," 150, 159
"
Indobit-A-NYT1987 - Jan 1 - March 31-190.txt,"Karolos Koun, a Greek theater director whose lively staging of ancient Greek plays won him acclaim in Europe, died last Saturday after suffering a heart attack, according to friends in Athens.",director," 150, 159
"
Indobit-A-NYT1982_1-500-123.txt,"Edward V. Mallon, a retired Manhattan lawyer who had headed the legal department of the Park & Tilford Import Corporation for 20 years, died Saturday at Mountainside Hospital in Montclair, N.J., after a long illness.",lawyer," 110–111
"
Indobit-A-NYT1981 - April 1 - June 30-374.txt,"James Nelson, an advertising and promotion executive in radio and the early days of television, died of a brain tumor Saturday in Riverview Hospital, Red Bank, N.J.",radio,KZ-Forms of Music
Indobit-A-NYT1987 - Jan 1 - March 31-336.txt,"Robert Preston, an American actor best known for his portrayal of a brassy, breezy, fast-talking and warmhearted confidence man from Gary, Ind., Prof. Harold Hill, in ''The Music Man,'' died of lung cancer Saturday in Santa Barbara, Calif.",actor," 150
"
Indobit-A-NYT1985 - April 1 - June 30-290.txt,"Lester Irving Cooper, a television documentary producer for more than 30 years, died of cancer last Thursday at his apartment in Manhattan.",producer," 159, 187, 962
"
Indobit-A-NYT1983 - April 1 - June 30-348.txt,"Ise Frank Gropius, widow of the architect Walter Gropius and an archivist, interpreter and promoter of his work, died Tuesday at the Fairlawn Nursing Home in Lexington, Mass.",architect," 001
"
Indobit-A-NYT1982_1-500-21.txt,"Fred Harman, the cartoonist and artist who created the cowboy comic strip ''Red Ryder,'' died Saturday of complications from a stroke suffered Dec. 27.",artist," 141, 144
"
Indobit-A-NYT1982_1-500-21.txt,"Fred Harman, the cartoonist and artist who created the cowboy comic strip ''Red Ryder,'' died Saturday of complications from a stroke suffered Dec. 27.",cartoonist," 141
"
Indobit-A-NYT1980_501-904-107.txt,"John Richard Peddy, a former New York City lawyer, and his wife, Merrie Edgeworth Peddy, died Monday night in a fire that destroyed their daughter's home in Annapolis, Md., where they were living.",lawyer," 110–111
"
Indobit-A-NYT1985 - Jan 1 - March 31-344.txt,"Jose de Rivera, an artist whose exquisite metal sculptures have been displayed in museums and public spaces across the United States for 30 years, died Tuesday at Lennox Hill Hospital from complications of a stroke that he suffered five weeks ago.",artist," 141, 144
"
Indobit-A-NYT1986_501-1000-433.txt,"Frederick William Heim, a flutist and the principal piccolo player for the New York Philharmonic for 35 years, died of a heart attack Tuesday en route to Florida.",piccolo,KZ-Instrument
Indobit-A-NYT1986_501-1000-433.txt,"Frederick William Heim, a flutist and the principal piccolo player for the New York Philharmonic for 35 years, died of a heart attack Tuesday en route to Florida.",Philharmonic,KZ-Group
Indobit-A-NYT1985 - April 1 - June 30-272.txt,"Nicolas Moufarrege, an artist, writer and exhibition organizer, died of pneumonia Tuesday at the North Central Bronx Hospital.",artist," 141, 144
"
