word,code(s)
craftspeopl,"700, 774, 979"
craftspeople,"700, 774, 979"
cranberry bog supervisor,occ2000-600
crane assembler,occ2000-773
crane chaser,"occ2000-613, occ2000-975"
crane crew supervisor,occ2000-900
"crane director--see ""crane follower""",occ2000-
"crane driver--see ""crane operator""",occ2000-
crane engineer,occ2000-632
"crane flagman--see ""crane follower""",occ2000-
crane follower,"occ2000-613, occ2000-975"
crane helper,occ2000-975
crane hooker,"occ2000-613, occ2000-975"
crane ladle person,occ2000-951
crane mechanic,occ2000-722
crane oiler,occ2000-735
crane operator,"occ2000-913, occ2000-951"
crane rigger,occ2000-756
"crane runner--see ""crane operator""",occ2000-
"crane signalman--see ""crane follower""",occ2000-
"crane spotter--see ""crane follower""",occ2000-
"craneman--see ""crane operator""",occ2000-
craniologist,occ2000-276
crankshaft balancer,occ2000-896
crankshaft grinder,occ2000-800
crap game box person,occ2000-430
crap shooter,occ2000-440
craps dealer,occ2000-440
craps manager,occ2000-033
crash crew,occ2000-374
crate builder,occ2000-775
crate maker,occ2000-775
crater,occ2000-964
crating and moving estimator,occ2000-060
crating shipping clerk,occ2000-964
crayon grader,occ2000-874
crayon painter,occ2000-260
crayon sorting machine feeder,occ2000-963
cream beater,occ2000-784
cream buyer,occ2000-051
cream dumper,"occ2000-896, occ2000-605, occ2000-962"
cream gatherer,occ2000-913
cream hauler,occ2000-913
cream maker,occ2000-865
cream ripener,occ2000-864
cream separator operator,occ2000-864
cream tester,occ2000-190
creamery worker,occ2000-896
creasing machine operator,occ2000-846
creative designer,occ2000-263
creative writing teacher,occ2000-220
credit adjuster,occ2000-523
credit analyst ,occ2000-083
credit and collection manager,occ2000-012
credit and loan collections supervisor,occ2000-500
credit authorizer,occ2000-523
credit card clerk,"occ2000-526, occ2000-512"
credit cashier,occ2000-472
credit checker,occ2000-523
credit collector,241
credit collectors,241
credit counselor,occ2000-091
credit department manager,occ2000-012
credit historian,occ2000-523
credit interviewer,occ2000-523
credit investigator,"occ2000-523, occ2000-523"
credit manager,occ2000-012
credit negotiator,occ2000-083
credit office manager,occ2000-012
credit office supervisor,occ2000-500
credit official,"168, 186"
credit officials,"168, 186"
credit rating inspector,occ2000-523
credit reference clerk,occ2000-523
credit reporter,occ2000-523
credit union manager,occ2000-012
credit verifier,occ2000-523
creel clerk,occ2000-542
creel hand,occ2000-842
creel operator,occ2000-842
creeler,occ2000-842
creighton university,naics-61
cremator,occ2000-465
crematory attendant,occ2000-465
creosoting engineer,occ2000-854
crepe box tender,occ2000-846
crepe machine operator,occ2000-893
creping machine operator helper,occ2000-895
crew caller,occ2000-551
crew car driver,occ2000-914
crew chief ,"occ2000-700, occ2000-770"
crew chief \ n. s.,occ2000-401
crew clerk,occ2000-593
crew dispatcher,occ2000-552
crew leader,"occ2000-401, occ2000-600, occ2000-770, occ2000-620, occ2000-896, occ2000-374, occ2000-500"
crew manager,"occ2000-500, occ2000-471"
crew mess attendant,occ2000-403
crew scheduler ,occ2000-560
crewman,occ2000-930
crib attendant,occ2000-562
crib clerk,occ2000-562
crib tender,occ2000-562
cribber,occ2000-676
cribbing setter,occ2000-676
crier,occ2000-522
crime laboratory technician,"029, 199, 375"
crime laboratory technicians,"029, 199, 375"
crime prevention worker,occ2000-202
crime scene technician,occ2000-385
crime specialist,occ2000-196
criminal investigator,"occ2000-382, occ2000-382"
criminal judge,occ2000-211
criminal justice teacher,occ2000-220
criminal law,isco08-2611
criminal lawyer,occ2000-210
criminologist,"054, occ2000-183"
criminologists,054
criminology research assistant,occ2000-196
criminology teacher,occ2000-220
crimper,occ2000-963
crimping machine operator,occ2000-795
crimping press operator,occ2000-795
cripple chaser,occ2000-834
cripple cutter,occ2000-834
cripple worker,occ2000-834
critic,occ2000-281
crochet beader,occ2000-896
crochet machine operator,occ2000-841
crocheter,"occ2000-841, occ2000-835"
crook operator,occ2000-822
crop duster,occ2000-903
crop duster helper,occ2000-605
crop hired hand,occ2000-605
crop hired help,occ2000-605
crop or grain farmworker,occ2000-605
crop or livestock tenant farmer,occ2000-021
crop picker,occ2000-605
crop puller,occ2000-781
crop ranch hand,occ2000-605
crop scientist,040
crop scientists,040
crop scout,occ2000-605
crop supervisor,occ2000-051
cropper,"occ2000-840, occ2000-020, occ2000-021"
cross country truck driver,occ2000-913
cross cut saw operator,occ2000-853
cross cut sawyer,occ2000-613
cross roller,occ2000-896
cross tie cutter,occ2000-613
cross tie maker,occ2000-613
crossband layer,occ2000-896
crosscutter,"occ2000-613, occ2000-853"
crossing flagman,occ2000-394
crossing gateman,occ2000-394
crossing guard,occ2000-394
crossing tender,"occ2000-394, occ2000-934"
crossing watchman,"occ2000-394, occ2000-934"
crosstie inspector,occ2000-874
crossword puzzle maker,occ2000-285
crotch breaker,occ2000-781
crotch piece baster,occ2000-832
croton-cortlandt news,naics-51
croupier,occ2000-440
crown and bridge technician,occ2000-876
crown assembly machine operator,occ2000-885
crown publishers inc.,naics-51
crowner,"occ2000-834, occ2000-743"
crowning hammer operator,occ2000-896
crozer,occ2000-853
crozer operator,occ2000-853
crucible furnace tender,occ2000-804
crucible packer,occ2000-964
crude oil treater,occ2000-864
crude tester,occ2000-193
cruise director,"187, occ2000-454"
cruise directors,187
cruise guide,occ2000-454
cruiser,"occ2000-613, occ2000-874"
cruller maker,occ2000-784
crumb packer,occ2000-896
crusher and binder operator,occ2000-846
crusher feeder,"occ2000-963, occ2000-865"
crusher operator,occ2000-865
crusher plant operator,occ2000-865
crusher setter,occ2000-865
crusher supervisor,occ2000-770
crusher tender,occ2000-865
crushing machine operator,occ2000-865
crust sorter,occ2000-874
crutch maker,occ2000-775
crutcher,occ2000-865
crutcher helper,occ2000-895
cryogenics engineer,occ2000-146
cryogenics repairer,occ2000-743
cryolite recovery operator,occ2000-896
cryptanalyst,occ2000-121
cryptoanalysis teacher,occ2000-220
cryptographer,occ2000-121
cryptographic clerk,occ2000-581
cryptographic machine operator,occ2000-581
cryptography teacher,occ2000-220
crystal calibrator,occ2000-772
crystal cutter,"occ2000-884, occ2000-871"
crystal finisher,occ2000-884
crystal grinder,occ2000-865
crystal grower,occ2000-884
crystal lapper,"occ2000-884, occ2000-865"
crystal sirup maker,occ2000-784
crystalizer,occ2000-890
crystalizer operator,occ2000-890
crystalizer tender,"occ2000-890, occ2000-864"
crystallographer,occ2000-174
crystallography teacher,occ2000-220
cub reporter,occ2000-281
cube cutter,occ2000-871
cube machine tender,occ2000-964
cue boy,occ2000-443
cue selector,occ2000-292
cuff folder,occ2000-896
cuff maker,occ2000-832
cuff matcher,occ2000-846
cuff runner,occ2000-832
cuff setter,occ2000-832
cuff stitcher,occ2000-832
cuffer,occ2000-832
cuffing machine operator,occ2000-832
culinary art teacher,occ2000-234
culinary worker,"occ2000-402, occ2000-403"
culler,"occ2000-605, occ2000-874"
cullet crusher,occ2000-865
cullet washer,occ2000-865
cultivator,"occ2000-605, occ2000-020, occ2000-021"
cultural studies teacher,occ2000-220
culvert installer,occ2000-626
cup trimming machine operator,occ2000-801
cupola hoist operator,occ2000-956
cupola liner,occ2000-622
cupola liner helper,occ2000-660
cupola man,occ2000-873
cupola mechanic,occ2000-622
cupola melter,occ2000-804
cupola melter helper,occ2000-895
cupola operator,occ2000-804
cupola patcher,occ2000-622
cupola patcher helper,occ2000-660
cupola tapper,occ2000-822
cupola tapper helper,occ2000-895
cupola tender,occ2000-804
cupola tender helper,occ2000-895
cupper,occ2000-612
curate,occ2000-204
curator,"occ2000-240, isco08-2621"
curb attendant,"occ2000-412, occ2000-962"
curb boy,"occ2000-936, occ2000-443"
curb builder,occ2000-625
curb hop,occ2000-412
curb hop waiter/waitress,occ2000-412
curb machine operator,occ2000-630
curb worker,occ2000-830
curber,occ2000-412
curbstone setter,occ2000-622
cured meat packing supervisor,occ2000-770
cured meats supervisor,occ2000-770
curer ,"occ2000-846, occ2000-896"
curing bin operator,occ2000-864
curing oven tender,occ2000-873
curing pickling packer,occ2000-964
curing press maintainer,occ2000-735
curing press operator,occ2000-872
curing room supervisor,occ2000-770
curing room worker,occ2000-783
curler,occ2000-896
currency examiner,occ2000-874
currency sorter,occ2000-590
curriculum coordinator,occ2000-255
curriculum counselor,occ2000-200
curriculum director,occ2000-023
curriculum specialist,occ2000-255
curtain cleaner,occ2000-830
curtain cutter,occ2000-840
curtain man,occ2000-423
curtain mender,occ2000-762
curtain roller assembler,occ2000-775
curtain stitcher,occ2000-832
curtain stretcher,"occ2000-830, occ2000-831"
curtain stretcher assembler,occ2000-775
curtains and draperies sales,occ2000-476
curve cleaner,occ2000-961
cushion boy,occ2000-495
cushion builder,occ2000-775
cushion filler,occ2000-775
cushion maker,occ2000-775
cushion sewer,"occ2000-834, occ2000-832"
custodial engineer,occ2000-422
custodial laborer,occ2000-422
custodial maintenance,occ2000-422
custodial officer,occ2000-380
custodian ,"occ2000-562, occ2000-422"
custodian supervisor,occ2000-420
custom feed corn operator,occ2000-784
custom furrier,occ2000-263
custom grinder,"occ2000-865, occ2000-605"
custom miller,occ2000-865
custom sewer,occ2000-835
custom shoemaker,occ2000-833
custom tailor,occ2000-835
custom tailors and dressmaker,785
custom tailors and dressmakers,785
custom upholsterer,780
custom upholsterers,780
custom work,"occ2000-605, occ2000-605"
customer agent,occ2000-482
customer complaint clerk,occ2000-524
customer complaint service supervisor,occ2000-500
customer facilities supervisor,occ2000-700
customer mechanic,occ2000-701
customer records division supervisor,occ2000-500
customer relations representative,occ2000-524
customer representative,occ2000-524
customer security clerk,occ2000-392
customer service ,"occ2000-584, occ2000-524"
customer service agent,occ2000-524
customer service clerk,occ2000-524
customer service manager,"occ2000-471, occ2000-006, occ2000-500"
customer service representative,"occ2000-584, occ2000-524"
customer service representative supervisor,occ2000-500
customer service representative teacher,occ2000-220
customer services supervisor,occ2000-500
customer support,occ2000-524
customer support analyst,occ2000-104
customer support information technology specialist,occ2000-104
customer's man,occ2000-095
customhouse broker,occ2000-056
customs agent,occ2000-093
customs appraiser,occ2000-093
customs collector,occ2000-093
customs examiner,occ2000-093
customs guard,occ2000-093
customs inspector,occ2000-093
customs officer,occ2000-093
customs patrol officer,occ2000-385
customs verifier,occ2000-093
customs worker,168
customs workers,168
cut and print machine operator,occ2000-826
cut file clerk,occ2000-526
cut filer,occ2000-526
cut in station operator,occ2000-963
cut in worker,occ2000-963
cut off machine operator,occ2000-795
cut off man,occ2000-613
cut off operator scorer,occ2000-871
cut off saw operator,occ2000-853
cut off saw set up operator,occ2000-795
cut off sawyer,occ2000-853
cut off worker,"occ2000-871, occ2000-853"
cut out machine operator,occ2000-834
cut out operator,occ2000-834
cut out stitcher,occ2000-834
cut pressman,occ2000-826
cutch cleaner,occ2000-961
cutlery grinder,occ2000-800
cutter ,"occ2000-833, occ2000-892, occ2000-883, occ2000-871, occ2000-605, occ2000-613, occ2000-684, occ2000-840, occ2000-835, occ2000-795, occ2000-853, occ2000-781, occ2000-883, occ2000-823, occ2000-840"
